ID,exp,wks,occ,ind,south,smsa,ms,fem,union,edu,lwage,YEAR
65,33,46,1,1,0,1,1,0,1,8,6.7799201,1979
65,34,36,1,1,0,1,1,0,1,8,6.9382801,1980
65,35,45,1,1,0,1,1,0,1,8,7.03439,1981
65,36,45,1,1,0,1,1,0,1,8,7.0457802,1982
66,20,49,1,1,1,0,1,0,0,8,6.3081002,1976
66,21,49,1,1,1,0,1,0,0,8,6.3969302,1977
66,22,47,1,1,1,0,1,0,0,8,6.5176702,1978
66,23,49,1,1,1,0,1,0,0,8,6.6107001,1979
66,24,47,1,1,1,0,1,0,0,8,6.6871099,1980
66,25,44,1,1,1,0,1,0,0,8,6.7707901,1981
66,26,48,1,1,1,0,1,0,0,8,6.8564601,1982
67,28,50,1,0,1,0,1,0,0,12,5.9661498,1976
67,29,50,1,0,1,0,1,0,0,12,6.0282798,1977
67,30,49,1,0,1,0,1,0,0,12,6.15273,1978
67,31,50,1,0,1,0,1,0,0,12,6.2146101,1979
67,32,50,1,0,1,0,1,0,0,12,6.3099198,1980
67,33,50,1,0,1,0,1,0,0,12,6.4457202,1981
67,34,49,1,0,1,0,1,0,0,12,6.4769702,1982
68,34,40,1,1,0,1,1,0,1,12,6.4583402,1976
68,35,47,1,1,0,1,1,0,1,12,6.5072799,1977
68,36,42,1,1,0,1,1,0,1,12,6.5680799,1978
68,37,45,1,1,0,1,1,0,1,12,6.6682301,1979
68,38,47,1,1,0,1,1,0,1,12,6.7557702,1980
68,39,47,1,1,0,1,1,0,1,12,6.8023901,1981
68,40,46,1,1,0,1,1,0,1,12,6.9565501,1982
69,27,49,1,1,0,1,1,0,0,13,6.40523,1976
69,28,46,1,1,0,1,1,0,0,13,6.5567799,1977
69,29,47,1,1,0,1,1,0,0,13,6.62007,1978
69,30,47,1,0,0,1,1,0,0,13,6.62007,1979
69,31,47,1,0,0,1,1,0,0,13,6.7031898,1980
69,32,48,1,0,0,1,1,0,0,13,6.8351798,1981
69,33,48,1,1,0,1,1,0,0,13,6.93049,1982
70,8,49,0,0,0,1,1,0,0,16,6.4769702,1976
70,9,48,0,0,0,1,1,0,0,16,6.4769702,1977
70,10,49,0,0,0,1,1,0,0,16,6.62007,1978
70,11,49,0,0,0,0,1,0,0,16,6.8023901,1979
70,12,48,0,0,0,0,1,0,0,16,6.9077601,1980
70,13,48,0,0,0,0,1,0,0,16,6.9077601,1981
70,14,48,0,0,0,0,1,0,0,16,7.1701198,1982
71,7,48,0,0,1,1,0,0,0,16,6.6970301,1976
71,8,49,0,0,1,1,0,0,0,16,6.8023901,1977
71,9,49,0,0,1,1,0,0,0,16,6.8976998,1978
71,10,48,0,0,1,1,0,0,0,16,6.9565501,1979
71,11,46,0,0,1,1,0,0,0,16,7.1308999,1980
71,12,48,0,0,1,1,0,0,0,16,7.2442298,1981
71,13,48,0,0,1,1,0,0,0,16,7.4018402,1982
72,11,40,0,0,0,0,1,0,1,17,6.4769702,1976
72,12,40,0,0,0,0,1,0,1,17,6.62007,1977
72,13,42,0,0,0,0,1,0,1,17,6.62007,1978
72,14,40,0,0,0,0,1,0,1,17,6.6846099,1979
72,15,40,0,0,0,0,1,0,1,17,6.8564601,1980
72,16,40,0,0,0,0,1,0,1,17,6.9077601,1981
72,17,42,0,0,0,0,1,0,1,17,7.0030699,1982
73,13,49,1,0,0,1,1,0,1,16,6.4614701,1976
73,14,49,1,0,0,1,1,0,1,16,6.6554399,1977
73,15,49,1,0,0,1,1,0,1,16,6.7345901,1978
73,16,48,0,0,0,1,1,0,1,16,6.8134398,1979
73,17,47,0,0,0,1,1,0,1,16,6.9147301,1980
73,18,47,0,0,0,1,1,0,1,16,6.8533001,1981
73,19,47,0,0,0,1,1,0,1,16,7.1131401,1982
74,3,51,1,1,1,0,0,0,0,13,5.4161,1976
74,4,51,1,1,1,0,0,0,0,13,5.5214601,1977
74,5,51,1,1,1,0,0,0,0,13,5.5984201,1978
74,6,45,0,0,1,0,0,0,0,13,5.7037802,1979
74,7,50,0,0,1,0,0,0,0,13,5.7683201,1980
74,8,50,1,0,1,0,0,0,0,13,5.8860998,1981
74,9,52,1,0,1,0,0,0,0,13,5.8579302,1982
75,23,36,1,1,1,0,1,0,0,8,5.6698799,1976
75,24,51,1,1,1,0,1,0,0,8,5.9914598,1977
75,25,51,1,1,1,0,1,0,0,8,6.0867701,1978
75,26,24,1,1,1,0,1,0,0,8,6.17379,1979
75,27,50,1,1,1,0,1,0,0,8,6.2557502,1980
75,28,51,1,1,1,0,1,0,0,8,6.4377499,1981
75,29,47,1,1,1,0,1,0,0,8,6.4457202,1982
76,9,51,1,0,0,1,1,0,0,13,5.1647902,1976
76,10,47,0,0,0,1,1,0,0,13,5.6276202,1977
76,11,50,1,0,0,0,1,0,0,13,5.8435402,1978
76,12,48,1,0,0,0,1,0,0,13,5.96101,1979
76,13,47,1,0,0,0,1,0,1,13,6.0282798,1980
76,14,47,1,0,0,0,1,0,1,13,6.15273,1981
76,15,49,1,0,0,0,1,0,0,13,6.24611,1982
77,10,48,0,0,1,0,1,0,0,10,5.5214601,1976
77,11,52,1,0,1,0,1,0,0,10,5.7037802,1977
77,12,51,1,1,1,0,1,0,0,10,6.2045598,1978
77,13,50,1,0,1,0,1,0,0,10,6.0591202,1979
77,14,39,1,0,1,0,1,0,0,10,6.1984801,1980
77,15,29,1,1,1,0,1,0,0,10,6.1612101,1981
77,16,39,1,0,1,0,1,0,0,10,6.2803998,1982
78,37,44,1,0,0,0,1,0,0,12,5.7037802,1976
78,38,52,1,0,1,1,0,0,0,12,5.7838302,1977
78,39,46,1,0,1,1,0,0,0,12,5.7838302,1978
78,40,48,1,0,1,1,0,0,0,12,6.1633101,1979
78,41,49,1,0,1,1,0,0,0,12,6.2146101,1980
78,42,50,1,0,1,1,0,0,0,12,6.2146101,1981
78,43,50,1,0,1,1,0,0,0,12,6.3099198,1982
79,10,50,1,0,0,0,0,1,0,8,5.4293499,1976
79,11,50,1,0,0,0,0,1,0,8,5.47227,1977
79,12,50,1,0,0,0,0,1,0,8,5.6454501,1978
79,13,50,1,0,0,0,0,1,0,8,5.6869798,1979
79,14,37,1,0,0,0,0,1,0,8,5.8579302,1980
79,15,50,1,0,0,0,0,1,0,8,5.9532399,1981
79,16,50,1,0,0,0,0,1,0,8,6.0520902,1982
80,5,48,0,1,0,0,1,0,0,17,6.7452402,1976
80,6,50,0,1,0,0,1,0,0,17,6.81674,1977
80,7,50,0,1,0,0,1,0,0,17,6.6592898,1978
80,8,50,0,1,0,0,1,0,0,17,7.0900798,1979
80,9,50,0,1,0,0,1,0,0,17,7.0791798,1980
80,10,50,0,1,0,0,1,0,0,17,6.9847202,1981
80,11,50,0,1,0,0,1,0,0,17,7.26193,1982
81,6,46,1,0,0,1,1,0,1,16,6.3543701,1976
81,7,48,1,0,0,1,1,0,1,16,6.3368301,1977
81,8,47,1,0,0,1,1,0,1,16,6.4377499,1978
81,9,49,1,0,0,1,1,0,1,16,6.3969302,1979
81,10,49,0,0,0,1,1,0,0,16,7.2334599,1980
81,11,49,0,0,0,1,1,0,0,16,7.35883,1981
81,12,50,1,0,0,1,1,0,0,16,7.1731901,1982
82,22,50,1,0,1,0,1,0,1,12,6.62007,1976
82,23,49,1,0,1,0,1,0,1,12,6.6656799,1977
82,24,44,1,0,1,0,1,0,1,12,6.8145399,1978
82,25,38,1,0,1,0,1,0,1,12,6.8885698,1979
82,26,49,1,0,1,0,1,0,1,12,6.9575,1980
82,27,50,1,0,1,0,1,0,1,12,6.9334202,1981
82,28,36,1,0,1,0,1,0,1,12,7.0656099,1982
83,12,47,1,0,0,1,0,0,1,12,6.1224899,1976
83,13,46,1,0,0,1,0,0,1,12,6.0890398,1977
83,14,47,1,0,0,1,0,0,1,12,6.2915702,1978
83,15,42,1,0,0,1,0,0,1,12,6.3969302,1979
83,16,48,1,0,0,1,0,0,1,12,6.4907198,1980
83,17,47,1,0,0,1,0,0,1,12,6.5971498,1981
83,18,46,1,0,0,1,0,0,1,12,6.5638599,1982
84,38,42,0,0,1,1,1,0,0,17,6.5861702,1976
84,39,34,0,0,1,1,1,0,0,17,6.62007,1977
84,40,48,0,0,1,1,1,0,0,17,6.62007,1978
84,41,46,0,0,1,1,1,0,0,17,6.4019198,1979
84,42,49,0,0,1,1,1,0,0,17,6.77422,1980
84,43,34,0,0,1,1,1,0,0,17,6.9256001,1981
84,44,47,0,0,1,1,1,0,0,17,6.7007298,1982
85,15,51,1,1,0,0,1,0,1,7,6.1633101,1976
85,16,49,1,1,0,0,1,0,1,7,6.2265401,1977
85,17,50,1,1,0,0,1,0,1,7,6.3207698,1978
85,18,50,1,1,0,0,0,0,1,7,6.4552002,1979
85,19,48,1,1,0,0,0,0,1,7,6.5147099,1980
85,20,50,1,1,0,0,0,0,1,7,6.62007,1981
85,21,49,1,1,0,0,0,0,1,7,6.6682301,1982
86,3,37,0,0,1,1,0,1,0,12,6.2146101,1976
86,4,49,0,0,1,1,0,1,0,12,6.7153802,1977
86,5,38,0,0,1,1,0,1,0,12,6.4377499,1978
86,6,49,0,0,1,1,0,1,0,12,6.6567302,1979
86,7,39,0,1,1,1,0,1,0,12,6.6592898,1980
86,8,51,0,1,1,1,0,1,0,12,6.86485,1981
86,9,48,0,0,1,1,0,1,0,12,6.6528602,1982
87,12,41,1,0,0,1,1,0,1,14,6.54247,1976
87,13,49,1,0,0,1,1,0,1,14,6.6025901,1977
87,14,32,1,0,0,1,1,0,1,14,6.7464099,1978
87,15,50,1,0,0,1,1,0,1,14,6.86485,1979
87,16,46,1,0,0,1,1,0,1,14,6.9584498,1980
87,17,49,1,0,0,1,1,0,1,14,7.0139198,1981
87,18,49,1,0,0,1,1,0,1,14,7.1155801,1982
88,5,49,0,1,0,1,1,0,0,15,6.3699002,1976
88,6,48,0,1,0,1,1,0,0,15,6.3969302,1977
88,7,48,0,1,0,1,1,0,0,15,6.5596199,1978
88,8,48,0,0,0,1,1,0,0,15,6.73102,1979
88,9,48,0,0,0,1,1,0,0,15,6.86485,1980
88,10,47,0,1,0,1,1,0,0,15,7.1546202,1981
88,11,49,0,1,0,1,1,0,0,15,7.2723999,1982
89,11,48,0,0,0,0,1,0,0,12,6.0520902,1976
89,12,47,0,0,0,0,1,0,0,12,6.0234499,1977
89,13,50,0,0,0,0,1,0,0,12,6.3099198,1978
89,14,50,0,0,0,1,1,0,0,12,6.3801198,1979
89,15,49,0,0,0,1,1,0,0,12,6.6592898,1980
89,16,49,0,0,0,1,1,0,0,12,6.6846099,1981
89,17,49,0,0,0,1,1,0,0,12,6.7393398,1982
90,1,48,0,0,0,1,0,1,0,12,6.2146101,1976
90,2,48,0,0,0,1,0,1,0,12,6.2146101,1977
90,3,48,0,0,0,1,0,1,0,12,6.3099198,1978
90,4,48,0,0,0,1,0,1,0,12,6.3969302,1979
90,5,47,0,0,0,1,0,1,0,12,6.2146101,1980
90,6,47,0,0,0,1,0,1,0,12,6.3969302,1981
90,7,49,0,0,0,1,0,1,0,12,6.6528602,1982
91,10,39,1,0,0,1,1,0,1,7,6.3438802,1976
91,11,21,1,1,0,1,1,0,1,7,6.4134598,1977
91,12,40,1,1,0,1,1,0,1,7,6.7274299,1978
91,13,50,1,1,0,1,1,0,1,7,6.7650399,1979
91,14,50,1,1,0,1,1,0,1,7,6.8564601,1980
91,15,43,1,1,0,1,1,0,1,7,7.0030699,1981
91,16,42,1,1,0,1,1,0,1,7,7.1701198,1982
92,5,50,1,0,1,0,1,0,1,14,6.4769702,1976
92,6,49,1,0,1,0,1,0,1,14,6.5861702,1977
92,7,45,1,0,1,0,1,0,1,14,6.7333999,1978
92,8,38,1,0,1,0,1,0,1,14,6.8134398,1979
92,9,48,1,0,1,0,1,0,1,14,6.9612999,1980
92,10,17,0,0,1,0,1,0,0,14,6.50279,1981
92,11,47,0,0,1,0,1,0,1,14,6.7019601,1982
93,33,49,1,1,1,0,1,0,1,7,5.9914598,1976
93,34,34,1,1,1,0,1,0,0,7,6.1779399,1977
93,35,51,1,1,1,0,1,0,0,7,6.1779399,1978
93,36,50,1,1,1,0,1,0,1,7,6.3969302,1979
93,37,50,1,1,1,0,1,0,1,7,6.5012898,1980
93,38,46,1,1,1,0,1,0,1,7,6.6066499,1981
93,39,31,1,1,1,0,1,0,1,7,6.9077601,1982
94,11,36,0,0,0,1,1,0,1,17,6.7912202,1976
94,12,36,0,0,0,1,1,0,1,17,6.84588,1977
94,13,38,0,0,0,1,1,0,1,17,6.8721299,1978
94,14,36,0,0,0,1,1,0,1,17,6.9565501,1979
94,15,38,0,0,0,1,1,0,1,17,7.0967202,1980
94,16,41,0,0,0,1,1,0,1,17,7.16085,1981
94,17,34,0,0,0,1,1,0,1,17,7.16085,1982
95,37,48,1,1,0,1,1,0,1,8,6.2841301,1976
95,38,48,1,1,0,1,1,0,1,8,6.32794,1977
95,39,35,1,1,0,1,1,0,1,8,6.4769702,1978
95,40,47,1,1,0,1,1,0,1,8,6.5042901,1979
95,41,46,1,1,0,1,1,0,1,8,6.5875502,1980
95,42,47,1,1,0,1,1,0,1,8,6.7650399,1981
95,43,47,1,1,0,1,1,0,1,8,6.8101401,1982
96,29,50,0,1,0,1,1,0,0,16,6.9057498,1976
96,30,50,0,1,0,1,1,0,0,16,6.9057498,1977
96,31,50,0,1,0,1,1,0,0,16,7.3460102,1978
96,32,49,0,1,0,1,1,0,0,16,7.20786,1979
96,33,49,0,1,0,1,1,0,0,16,7.5229402,1980
96,34,48,0,1,0,1,1,0,0,16,7.6760101,1981
96,35,49,0,1,0,1,1,0,0,16,7.7832198,1982
97,30,39,1,0,1,0,1,0,0,11,6.1092501,1976
97,31,50,1,0,1,0,1,0,0,11,6.2265401,1977
97,32,50,1,0,1,0,1,0,0,11,6.31355,1978
97,33,49,1,0,1,0,1,0,0,11,6.4199901,1979
97,34,49,1,0,1,0,0,0,0,11,6.5147099,1980
97,35,49,1,0,1,0,0,0,0,11,6.6280398,1981
97,36,48,1,0,1,0,0,0,0,11,6.8319502,1982
98,16,50,0,1,1,1,1,0,0,17,6.7274299,1976
98,17,52,0,1,1,1,1,0,0,17,6.8976998,1977
98,18,52,0,0,1,1,1,0,0,17,6.9837899,1978
98,19,52,0,1,1,1,1,0,0,17,7.0791798,1979
98,20,50,0,1,1,1,1,0,0,17,7.1701198,1980
98,21,50,0,1,1,1,1,0,0,17,7.1475601,1981
98,22,50,0,1,1,1,1,0,0,17,7.36518,1982
99,12,49,1,1,0,1,0,0,0,12,5.7807398,1976
99,13,49,1,1,0,1,0,0,0,12,5.8260002,1977
99,14,50,1,1,0,1,0,0,0,12,5.8464398,1978
99,15,45,1,1,0,1,0,0,0,12,5.9558401,1979
99,16,47,1,1,0,1,0,0,0,12,6.0661101,1980
99,17,45,0,1,0,1,0,0,0,12,6.19032,1981
99,18,49,1,1,0,1,0,0,0,12,6.2363701,1982
100,8,44,1,0,0,1,1,0,0,11,5.9914598,1976
100,9,51,1,0,0,1,1,0,0,11,6.1092501,1977
100,10,51,1,0,0,1,1,0,0,11,6.3969302,1978
100,11,51,1,0,0,1,1,0,0,11,6.3969302,1979
100,12,50,1,0,0,1,1,0,0,11,6.4769702,1980
100,13,51,1,0,0,1,1,0,0,11,6.4769702,1981
100,14,51,1,0,0,1,1,0,0,11,6.5510802,1982
101,29,47,1,1,0,1,1,0,0,14,6.6970301,1976
101,30,47,1,1,0,1,1,0,0,14,6.7968202,1977
101,31,36,1,1,0,1,1,0,0,14,6.89467,1978
101,32,46,1,1,0,1,1,0,0,14,6.9688501,1979
101,33,43,0,1,0,1,0,0,0,14,6.9256001,1980
101,34,44,1,1,0,1,1,0,0,14,7.1800699,1981
101,35,45,0,1,0,1,1,0,0,14,7.17242,1982
102,3,50,0,1,0,1,0,0,0,17,6.6846099,1976
102,4,50,0,1,0,1,0,0,0,17,6.8023901,1977
102,5,49,0,1,0,1,0,0,0,17,6.9077601,1978
102,6,48,0,1,0,1,0,0,0,17,7.0475202,1979
102,7,49,0,1,0,1,0,0,0,17,7.0475202,1980
102,8,49,0,1,0,1,0,0,0,17,7.31322,1981
102,9,49,0,1,0,1,0,0,0,17,7.4383798,1982
103,14,35,0,0,0,1,1,0,0,16,6.3099198,1976
103,15,35,0,0,0,1,1,0,0,16,6.5861702,1977
103,16,44,0,0,0,1,1,0,0,16,6.62007,1978
103,17,43,0,0,0,1,1,0,0,16,6.9077601,1979
103,18,42,0,0,0,1,1,0,0,16,6.9660201,1980
103,19,42,0,0,0,1,1,0,0,16,7.0690198,1981
103,20,43,0,0,0,1,1,0,0,16,6.9565501,1982
104,17,52,1,1,1,1,0,0,0,7,5.7365699,1976
104,18,51,1,1,1,1,0,0,0,7,5.8141298,1977
104,19,50,1,1,1,1,0,0,0,7,5.8999,1978
104,20,50,1,1,1,1,0,0,0,7,5.9401698,1979
104,21,50,1,1,1,1,0,0,0,7,6.1312299,1980
104,22,49,1,1,1,1,0,0,0,7,6.1312299,1981
104,23,48,1,1,1,1,0,0,0,7,6.1092501,1982
105,11,49,0,0,1,1,0,0,0,14,6.67203,1976
105,12,48,0,0,1,1,0,0,0,14,6.84268,1977
105,13,47,0,0,1,1,0,0,0,14,6.8405499,1978
105,14,48,0,0,1,1,0,0,0,14,6.8564601,1979
105,15,49,0,0,1,1,0,0,0,14,6.9948502,1980
105,16,46,0,0,1,1,1,0,0,14,7.05618,1981
105,17,47,0,0,1,1,1,0,0,14,7.2970901,1982
106,6,49,0,0,1,1,1,0,0,12,6.36303,1976
106,7,51,0,0,1,1,1,0,0,12,6.4769702,1977
106,8,50,0,0,1,1,1,0,0,12,6.5722799,1978
106,9,49,0,0,1,1,1,0,0,12,6.6592898,1979
106,10,49,0,0,1,1,1,0,0,12,6.8023901,1980
106,11,48,0,0,1,1,1,0,0,12,6.5889301,1981
106,12,49,0,1,1,1,1,0,0,12,6.7684898,1982
107,31,47,0,1,0,1,1,0,0,12,6.9057498,1976
107,32,48,0,1,0,1,1,0,0,12,6.9057498,1977
107,33,48,0,1,0,1,1,0,0,12,7.1308999,1978
107,34,45,0,1,0,1,1,0,0,12,7.1308999,1979
107,35,41,0,1,0,1,1,0,0,12,7.31322,1980
107,36,42,0,1,0,1,1,0,0,12,7.3297501,1981
107,37,47,0,1,0,1,1,0,0,12,7.4955401,1982
108,15,31,1,1,0,0,1,0,1,12,6.24611,1976
108,16,51,1,1,0,0,1,0,0,12,6.2146101,1977
108,17,45,1,1,0,0,1,0,1,12,6.4769702,1978
108,18,49,1,1,0,0,1,0,1,12,6.4967699,1979
108,19,48,1,1,0,0,1,0,1,12,6.6147299,1980
108,20,47,1,1,0,0,1,0,1,12,6.7452402,1981
108,21,45,1,1,0,0,1,0,1,12,7.1308999,1982
109,25,48,0,1,0,1,1,0,1,12,6.7452402,1976
109,26,48,0,1,0,1,1,0,0,12,6.8134398,1977
109,27,48,0,1,0,1,1,0,0,12,6.8721299,1978
109,28,47,0,1,0,1,1,0,0,12,7.1066098,1979
109,29,47,0,1,0,1,1,0,0,12,7.2442298,1980
109,30,47,1,1,0,1,1,0,0,12,7.2997999,1981
109,31,49,0,1,0,1,1,0,0,12,7.3777599,1982
110,37,47,0,1,0,1,1,0,1,12,6.5072799,1976
110,38,46,0,1,0,1,1,0,1,12,6.5510802,1977
110,39,46,0,1,0,1,1,0,1,12,6.8772998,1978
110,40,46,0,1,0,1,1,0,1,12,6.5510802,1979
110,41,47,0,1,0,1,1,0,1,12,7.0475202,1980
110,42,47,0,1,0,1,1,0,1,12,6.8341098,1981
110,43,40,0,1,0,1,1,0,1,12,6.7452402,1982
111,6,50,1,0,0,0,0,0,0,13,6.1092501,1976
111,7,49,1,0,0,0,0,0,0,13,6.31355,1977
111,8,49,1,0,0,0,0,0,0,13,6.45362,1978
111,9,49,0,0,0,1,0,0,0,13,6.6846099,1979
111,10,51,0,0,0,1,0,0,0,13,6.7912202,1980
111,11,52,0,0,0,1,0,0,0,13,6.8351798,1981
111,12,49,0,0,0,1,0,0,0,13,6.9679098,1982
112,19,49,0,0,0,1,0,0,0,13,6.9057498,1976
112,20,49,0,0,0,1,0,0,0,13,6.9057498,1977
112,21,49,0,0,0,1,0,0,0,13,7.1107001,1978
112,22,48,0,0,0,1,0,0,0,13,7.2513399,1979
112,23,46,0,0,0,1,0,0,0,13,7.3460102,1980
112,24,46,0,0,0,1,0,0,0,13,7.3460102,1981
112,25,48,0,0,0,1,0,0,0,13,7.2997999,1982
113,27,39,0,0,0,1,1,0,0,17,6.9057498,1976
113,28,36,0,0,0,1,1,0,0,17,6.9057498,1977
113,29,50,0,0,0,1,1,0,0,17,7.1701198,1978
113,30,48,0,0,0,1,1,0,0,17,7.4552999,1979
113,31,48,0,0,0,1,1,0,0,17,7.5600801,1980
113,32,39,0,0,0,1,1,0,0,17,7.3721199,1981
113,33,39,0,0,0,1,1,0,0,17,7.7557702,1982
114,29,50,0,0,0,1,1,0,0,17,6.2897201,1976
114,30,50,0,0,0,1,1,0,0,17,6.3613,1977
114,31,50,0,0,0,0,1,0,0,17,6.4361501,1978
114,32,50,0,0,0,0,1,0,0,17,6.4345498,1979
114,33,49,0,0,0,0,1,0,0,17,6.4118199,1980
114,34,49,0,0,0,0,1,0,0,17,6.3699002,1981
114,35,49,0,0,0,0,1,0,0,17,6.4677,1982
115,14,49,0,1,0,0,1,0,0,12,6.6945601,1976
115,15,49,0,1,0,0,1,0,0,12,6.7684898,1977
115,16,49,0,1,0,0,1,0,0,12,6.9077601,1978
115,17,49,0,1,0,0,1,0,0,12,7.03966,1979
115,18,49,0,1,0,0,1,0,0,12,7.0255399,1980
115,19,49,0,1,0,0,1,0,0,12,7.2276602,1981
115,20,48,1,1,0,0,1,0,0,12,7.2122898,1982
116,14,50,1,1,0,0,1,0,1,14,6.74052,1976
116,15,50,1,1,0,0,1,0,1,14,6.8297901,1977
116,16,49,1,1,0,0,1,0,1,14,6.8023901,1978
116,17,48,1,1,0,0,1,0,1,14,6.94698,1979
116,18,50,1,1,0,0,1,0,1,14,7.0103102,1980
116,19,49,1,1,0,0,1,0,1,14,7.1356902,1981
116,20,48,1,1,0,0,1,0,1,14,7.0681701,1982
117,14,38,0,0,0,1,0,1,0,17,6.5792499,1976
117,15,36,0,0,0,1,0,1,1,17,6.3969302,1977
117,16,39,0,0,0,1,0,1,1,17,6.62007,1978
117,17,42,0,0,0,1,0,1,1,17,6.7093,1979
117,18,39,0,0,0,1,0,1,1,17,6.7684898,1980
117,19,27,0,0,0,1,0,1,1,17,6.93537,1981
117,20,43,0,0,0,1,0,1,1,17,7.0475202,1982
118,25,41,1,1,0,0,1,0,1,9,6.5861702,1976
118,26,48,1,1,0,0,1,0,1,9,6.6846099,1977
118,27,48,1,1,0,0,1,0,1,9,6.7153802,1978
118,28,47,1,1,0,0,1,0,1,9,6.77422,1979
118,29,41,1,1,0,0,1,0,1,9,6.8564601,1980
118,30,43,1,1,0,0,1,0,1,9,6.9167199,1981
118,31,47,1,1,0,0,1,0,1,9,6.9994202,1982
119,16,50,0,0,0,1,1,0,0,17,6.9057498,1976
119,17,50,0,0,0,1,1,0,0,17,6.9057498,1977
119,18,51,0,0,0,1,1,0,0,17,8.0864096,1978
119,19,49,0,0,0,1,1,0,0,17,8.2295103,1979
119,20,52,0,0,0,1,1,0,0,17,7.9098601,1980
119,21,50,0,1,0,1,1,0,0,17,8.1208897,1981
119,22,50,0,0,0,1,1,0,0,17,8.5369997,1982
120,14,51,1,1,0,1,1,0,0,12,6.2441702,1976
120,15,50,1,1,0,1,1,0,0,12,6.3969302,1977
120,16,50,1,1,0,1,1,0,0,12,6.9077601,1978
120,17,49,1,1,0,1,1,0,0,12,6.9077601,1979
120,18,50,1,1,0,1,1,0,0,12,6.7719402,1980
120,19,50,1,1,0,1,1,0,0,12,6.86693,1981
120,20,49,1,1,0,1,1,0,0,12,6.9077601,1982
121,13,51,0,1,0,1,1,0,0,16,6.9057498,1976
121,14,49,0,1,0,1,1,0,0,16,6.9057498,1977
121,15,49,0,1,0,0,0,0,0,16,7.46737,1978
121,16,48,0,1,0,0,0,0,0,16,7.5229402,1979
121,17,49,0,1,0,0,0,0,0,16,7.6009002,1980
121,18,50,0,1,0,0,0,0,0,16,7.50769,1981
121,19,49,0,1,0,0,0,0,0,16,7.6496902,1982
122,15,49,1,0,0,0,1,0,1,12,6.62007,1976
122,16,48,1,0,0,0,1,0,1,12,6.71417,1977
122,17,48,1,0,0,0,1,0,1,12,6.8189201,1978
122,18,49,1,0,0,0,1,0,1,12,6.9763498,1979
122,19,48,1,0,0,0,1,0,1,12,6.92658,1980
122,20,49,1,0,0,0,1,0,1,12,7.0030699,1981
122,21,50,1,0,0,0,1,0,1,12,7.0030699,1982
123,27,47,1,1,1,0,1,0,1,8,6.3099198,1976
123,28,43,1,1,1,0,1,0,1,8,6.5510802,1977
123,29,50,1,1,1,0,1,0,1,8,6.5652599,1978
123,30,47,1,1,1,0,1,0,1,8,6.7452402,1979
123,31,47,1,1,1,0,1,0,1,8,6.93925,1980
123,32,39,1,1,1,0,1,0,1,8,6.9565501,1981
123,33,29,1,1,1,0,1,0,1,8,7.0030699,1982
124,28,49,0,0,1,0,1,0,0,16,6.8976998,1976
124,29,50,0,0,1,0,1,0,0,16,6.9057498,1977
124,30,49,0,0,1,0,1,0,0,16,7.1701198,1978
124,31,49,0,0,1,0,1,0,0,16,7.31322,1979
124,32,49,0,0,1,0,1,0,0,16,7.3777599,1980
124,33,49,0,0,1,0,1,0,0,16,7.4955401,1981
124,34,47,0,0,1,0,1,0,0,16,7.4955401,1982
125,14,38,1,1,1,1,1,0,1,12,6.2205901,1976
125,15,49,1,1,1,1,1,0,1,12,6.3007898,1977
125,16,49,1,1,1,1,1,0,1,12,6.37673,1978
125,17,49,1,1,1,1,1,0,1,12,6.5012898,1979
125,18,49,1,1,1,1,1,0,1,12,6.62007,1980
125,19,49,1,1,1,1,1,0,1,12,6.7867198,1981
125,20,49,1,1,1,1,1,0,1,12,6.9167199,1982
126,3,38,1,1,0,0,1,0,0,12,6.4167299,1976
126,4,51,1,1,0,0,1,0,0,12,6.4892001,1977
126,5,49,1,1,0,0,1,0,0,12,6.6174002,1978
126,6,51,1,1,0,0,1,0,0,12,6.7056398,1979
126,7,51,1,1,0,0,1,0,0,12,6.8564601,1980
126,8,50,1,0,0,0,1,0,0,12,6.4377499,1981
126,9,52,1,0,0,0,1,0,0,12,5.7462001,1982
127,28,51,1,0,0,1,1,0,1,14,6.8351798,1976
127,29,48,1,0,0,1,1,0,1,14,6.9057498,1977
127,30,48,1,0,0,1,1,0,1,14,7.0817099,1978
127,31,45,1,0,0,1,1,0,1,14,7.0983801,1979
127,32,48,1,0,0,1,1,0,1,14,7.3777599,1980
127,33,49,1,0,0,1,1,0,1,14,7.4383798,1981
127,34,37,1,0,0,1,1,0,1,14,7.3524399,1982
128,27,48,1,0,0,0,1,0,0,12,5.5214601,1976
128,28,30,1,0,0,0,1,0,0,12,5.89715,1977
128,29,50,1,1,0,0,1,0,1,12,6.3561101,1978
128,30,50,1,1,0,0,1,0,1,12,6.4769702,1979
128,31,49,1,1,0,0,1,0,1,12,6.5467901,1980
128,32,42,1,1,0,0,1,0,1,12,6.6567302,1981
128,33,41,1,1,0,1,1,0,0,12,6.7627301,1982
129,31,49,0,1,0,1,1,0,1,8,6.0707402,1976
129,32,48,0,1,0,1,1,0,1,8,6.1268702,1977
129,33,49,0,1,0,1,1,0,1,8,6.2146101,1978
129,34,49,0,0,0,1,1,0,1,8,6.2728801,1979
129,35,49,0,0,0,1,1,0,1,8,6.32794,1980
129,36,49,1,0,0,1,1,0,1,8,6.4441299,1981
129,37,49,1,1,0,1,1,0,1,8,6.4907198,1982
